HREF,ID,BRAND,NAME,OLD_PRICE,NEW_PRICE,DESC,DATE_SCRAPED,FAILMSG
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_274&products_id=36457,36457,LANCOME,Blanc Expert Brightening Compact Foundation SPF 35-PA +++ #BO-01 (Refill)  (11.5g),S$65.00,S$52.00,"
									


									


																		

20% SAVING

Retail Price: S$ 65.00 (11.5g)

Patented Aura Bright technologies







Dullness correcting pigments to counteract triangle zone dullness
Blanc Expert correcting pigments have a transparent core for a better light reflection and a more powerful action against dullness.







Even luminosity to illuminate the whole complexion.


The new essence of light in the Aura Advanced Technology not only reflects light but also allows “pass through” transparency, as a one-way mirror.


It is a mirror-like film that adjusts to all the dimensions of the face for a full luminosity and transparency.







Mineral filler to improve wear and matify
For a 12-hour lasting effect, Lancôme has selected two key ingredients: berry hybrid pigment, whose composition guaranties the absorption of an important level of oil and perlite, known to be a strong oil and water resistant filler.





High SPF 35 - PA+++ All Skin Types

																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_161_163&products_id=2226,2226,SKII,Facial Treatment Massage Cream (80g),S$130.00,S$84.00,"
									


									


																		

35% SAVING

Retail Price: S$ 130.00 (80 g)




A wipe-off massage cream that enables the skin treatment effect of SK-II Pitera® to reach deep into skin when massaging. Improves skin texture and blood circulation via massaging, while bringing vitality to dry and tired skin, leaving skin feeling purified, fresh and healthy. Water soluble and suitable for all skin types.




Skin Types:


Suitable for all skin types




HOW TO USE:


Massage face with middle and third fingers using spiral movements, massage the neck and collar using the palm (from bottom to top). 


Massage for 2 minutes and wipe with facial cotton, then rinse with water. Suitable for whole body. 

																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_145_147&products_id=43889,43889,LANEIGE,Essential Power Skin Refiner Moisture (200ml),S$42.00,S$33.00,"
									


									


																		

21% SAVING

Retail Price: S$ 42.00 (200ml)





  

Ingredients and Efficacy:


  

Niacinamide removes impurities and Cotton extracts help brightening the dull skin.


  

 








  

Usage:


  

– Dispense appropriate amount onto a cotton pad after cleansing every morning and evening.


  

– Gently apply as lightly wiping out from inside to outside.






",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_145_147&products_id=43890,43890,LANEIGE,Essential Power Skin Refiner Sensitive (200ml),S$42.00,S$33.00,"
									


									


																		

21% SAVING

Retail Price: S$ 42.00 (200ml)





  

Ingredients and Efficacy:


  

Niacinamide removes impurities and Cotton extracts help brightening the dull skin.


  

 








  

Usage:


  

– Dispense appropriate amount onto a cotton pad after cleansing every morning and evening.


  

– Gently apply as lightly wiping out from inside to outside.






",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_149_151&products_id=43272,43272,LANCOME,Energie De Vie The Smoothing & Plumping Water-Infused Cream (50ml),S$110.00,S$88.00,"
									


									


																		

20% SAVING

Retail Price: S$ 110.00 (50ml)



Protects your  skin against environmental factors which can alter your   appearance and increase early signs of aging due to lack of sleep, high   stress, pollution, daily life excesses.


The Water-infused cream fuels skin with energy for a hydrated, healthy and smooth complexion.

",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_281&products_id=43459,43459,KOSE,Esprique Rich Essence Rouge#PK860 RO660 OR261 RD460 RO661 BE360 (3g),S$29.00,S$16.00,"
									


									


																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_149_151&products_id=43887,43887,LANEIGE,Essential Balancing Emulsion Light (120ml),S$44.00,S$35.20,"
									


									


																		

20% SAVING

Retail Price: S$ 44.00 (120ml)





The matte-type emulsion evenly restores moisture balance in skin that feels dry inside and looks shiny outside





Essential Balancing Emulsion_Light



Light  Essential Balancing Emulsion_Light for oily and combination skin



Refreshing moisture care for skin that looks shiny and dull outside and feels dry inside


Light type to make skin moisturized inside and matte outside



1. The matte-type emulsion is absorbed fast into shiny, dry skin without any sticky feel.2. Laneige Water Balancing Activator restores skin’s moisture balance and keeps skin moisturized by preventing loss of moisture.3. Its ingredient of oil-absorbing powder controls excessive sebum. Hyacinth water, which strengthens skin, keeps skin moisturized inside and refreshed outside by protecting skin.






How to Use:






STEP 1



Use after using toner in the morning and at night. Take an appropriate amount (diameter 1.5cm/0.4ml).





STEP 2



Gently apply on the face in the direction of skin texture, starting from the inside of the face and working outward. Lightly pat to promote absorption into skin.
																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_281&products_id=35977,35977,KOSE,Esprique Rich Essence Rouge #RO661 (4g),S$39.00,S$33.00,"
									


									


																		

15% SAVING

Retail Price: S$ 39.00 ()










A nourishing rouge with the long-lasting, vivid-color of a lipstick that applies smoothly even over dry or chapped lips. Formulated with Lasting Moist Shine compounds, the new  KOSE ESSPRIQUE Rich Essence Rouge spreads easily over the lips with a melting-smooth sensation, granting hydration, shine and vivid color all at once. Upon each application, the breakthrough long-wear formula stays comfortably on the lips.







																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_274&products_id=40479,40479,CHRISTIAN DIOR,Diorsnow White Reveal Pure And Perfect Transparency Compact Foundation SPF 30 PA+++ #020 Light Beige (8.5g),S$96.00,S$76.00,"
									


									


																		






Christian Dior Diorsnow White reveal pure and perfect transparency compact foundation

 - SPF 30 - PA+++ s a lightweight and soft powder foundation infused with the Icelandic Glacial™ Water and new “Water-Light™” pigments to sublimate, prolong and amplify complexion transparency.
Instantly, the new “Water-Light™” pigments ideally capture and reflect light, while optically diminishing imperfections dark spots, pores - for a perfectly even and radiant complexion.
Overtime, the Icelandic Glacial™ Water infused formula offers an intensified whitening efficacy for a new durable skin transparency, immaculate as pure fresh snow.





How to use:




Use as finishing touch. Dab on with a dry sponge, beginning at the centre of the face.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_172&products_id=32137,32137,CHRISTIAN DIOR,Diorsnow White Reveal Pure And Perfect Transparency Compact Foundation SFP30 PF+++ #030 Medium Beige [TESTER] (8.5g),S$95.00,S$56.00,"
									


									


																		

0% SAVING

Retail Price: S$ 95.00 (8.5g)


The 1st Dior compact foundation that recreates the transparency of a snow-white complexion.



Integrating the latest technological breakthroughs of Diorsnow whitening skincare, this new formula delivers long-lasting improvement against the horizontal and vertical spread of melanin*, responsible for dark spots and dull skin, to recreate a sheer, flawless complexion.



Formulated with “snow-white” barite, the standard for crystalline white, the new Lively WhiteTM pigments infuse this unique formula with a gleam of white as vibrant and transparent as a snowflake.



Its new exquisite new texture delivers unique sensory quality for remarkably weightless soft finish and long-lasting comfort.



*In vitro test.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_177_183&products_id=34281,34281,MICHAEL KORS,Michael Kors EDP Spray (100ml),S$164.00,S$88.00,"
									


									


																		GLamorous yet easy; rich yet relaxed—the Michael Kors Signature Eau de Parfum is elegance at ease. Drawn from travels to London and Shanghai, St. Tropez and Capri, we captured a blend of influences in this distinct, feminine fragrance. Top notes of spice and incense mingle with blue orris and peony, anchored by earthy vetiver—dare we say it’s perfection.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=305_306&products_id=27224,27224,BBW SELECTIONS,Lunch Box Belt Blue (1pc),S$8.00,S$3.00,"
									


									


																		

Dimensions 

(Estimated)

 
Height: 8cm (unstretched)


  Width: 8cm (unstretched)


Ribbon width: 9cm


Ribbon height: 4.5cm x 1cm x 4.5cm




Material

 
Linen




Color

 
Blue																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_177_183&products_id=38393,38393,LANCOME,La Nuit Tresor EDP Spray (75ml),S$130.00,S$98.00,"
									


									


																		






The Black Diamond of Lancome. Every 100 years there is an encounter between two stars that are irresistibly attracted to each other until they collide. The impact generates the treasured black diamond. This gourmand fragrance is for women that believe in the modern love story. Love at first sight. The spellbound kiss. A night spent under the stars.






Notes


Top Note: Lychee, Raspberry


Heart Note: Rose Damascena Essence, Incense


Base Note: Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus



																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_177_183&products_id=39196,39196,NARCISO RODRIGUEZ,L'absolu For Her EDP Spray (100ml),S$198.00,S$118.00,"
									


									


																		

40% SAVING

Retail Price: S$ 198.00 (100ml)

In September 2015, Narciso Rodriguez launches the new version of its popular fragrance Narciso Rodriguez for Her from 2003. For Her L'Absolu is a new incarnation of this musky scent, deeper and more seductive, designed for a woman who is strong and passionate.



“The idea for l’absolu was to create an extremely special fragrance with an air of mystery that will endure. For Her L’Absolu embodies the ultimate femininity with a pure grace.""—Narciso Rodriguez.



The composition contains intense floral accords of tuberose and jasmine absolute, the signature musk heart and the base of amber and woody tones of patchouli and sandalwood.



Model Carmen Kass was selected to be the face again. The fragrance is available as 30, 50 and 100 ml Eau de Parfum. It comes in a bottle of the original design, colored in a dark burgundy nuance. The nose behind this fragrance is Aurelien Guichard.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_172&products_id=45806,45806,LANCOME,L'absolu Velours Intense Lip Color Velvet Matte Finish #362[TESTER] (6ml),S$44.00,S$28.00,"
									


									


																		

36% SAVING

Retail Price: S$ 44.00 ()

L'Absolu Rouge Velours is a liquid matte lipstick with a beautiful velvety finish. It contains a unique combination of soothing oils, waxes, velvety gel and matte pigments, which give it its intense color and six times more pigment than a gloss. Long-lasting and comfortable to wear, the lipstick is easy to apply.




How to use:


Use the pointed brush edge as a tool to line lips before filling in color.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_265&products_id=45342,45342,GUERLAIN,L'or Radiance Concentrate with Pure Gold Make-up Base(New Packaging) (30ml),S$105.00,S$75.00,"
									


									


																		

29% SAVING

Retail Price: S$ 105.00 (30ml)

This new skin enhancer is truly worth its weight in gold. 

The cooling gel texture sinks into the skin, helping it retain its moisture throughout the day, 

even after 8 hours! 





How to use


Applied onto bare skin, the 24-carat gold infused formula smoothes away fine lines and tightens 

the facial features without discomfort. Under makeup or on its own, it provides an even finish and long-lasting moisture to the complexion. 																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_161_163&products_id=34188,34188,BBW SELECTIONS,KBM Whitening Black Membraneous Mask [OUTLET] (550g),S$48.00,S$28.00,"
									


									


																		








due to Mfg On July 2017







Presentation






KBM contains bamboo charcoal particles extracted from premium bamboo (natural ingredient). This gives the masks its black colour. No artificial colouring is added to the mask. Bamboo Charcoal has many beauty benefits. It can (1) totally regulated sebum (oil) secretion of the skin, (2) replenishes the skin with natural minerals (that are needed daily), (3) improves blood circulation, (4) removes dirt/grease and dead skin cells and (5) balances skin metabolism. This helps you to look youthful, beautiful and be more confident.






Benefit








DEEP CLEANSING

:


Particles penetrates into skin and remove dirt deep in the pores. At the same time, it removes blackheads/whiteheads, reducing comedones/acne problems





REGULATES SEBUM SECRETION

:


Removes excess sebum from skin to reduce clogging of pores. As long as sebum secretion is normal, comedones/acne will naturally reduce, giving you an energized skin.





NATURAL MINERALS

:


Replenishes minerals that are needed by your skin daily. Balances the nutrition level of your skin so that your skin remains young and active





STEP-BY-STEP DETOXIFICATION

:


Helps to improve skin metabolism and remove toxins (which you have accumulated over time) every time when you apply the mask.





REMOVE DULLNESS

:


Improves skin metabolism and repairing ability. Brightens the skin and improve skin texture (smoonth and wrinkle-free)





NATURAL TONIC

:


Replenishes minerals and vitamins.





STABILIZE SKIN AFTER SUN EXPOSURE

:


Prevents melanin formation (black pigmentation) so that you do not become darker, only fairer.





HIGHLY WHITENING

:


Lightens stubborn spots with everyday use. Whitens skin with every use.





SOOTHING & SKIN-REPAIRING

:


Soothes skin. Repairs damaged skin.







																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_280&products_id=43289,43289,LANCOME,Juicy Shaker Lip Gloss #352 Wonder Melon (6.5ml),S$36.00,S$27.00,"
									


									


																		

25% SAVING

Retail Price: S$ 36.00 (6.5ml)





Shake It, Twist It, Love It! Colors that turn you on!




Lancôme Juicy Shaker is a seriously addictive lip oil with a   pillowy-soft cushion applicator for a delicious shot of color with a   hint of shine.




Shake it up with the latest innovation: Juicy Shaker’s bi-phase   technology delivers the first pigmented lip oil with 2 distinct phases.   The first phase is a transparent oil phase for a comfortable non-sticky   shine. The second is the pigment phase for a shot of color. Shake Juicy   Shaker like a cocktail shaker to mix the pigments and oil. The cushion   applicator enhances application by delivering the perfect 'shot' of   addictive non-sticky shine and a sheer tint of color to your lips that   is simply irresistible.




The cocktail blend of 4 nourishing oils treats your lips like a lip balm, the healthy oils your lips lust after!




Peach kernel oil; a well-known emollient softens lips




Sweet Almond oil conditions lips




Cranberry oil provides rich anti-oxidant properties.




Muscat Rose oil is rich in essential fatty acids and helps to soothe lips.



",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_177_183&products_id=34417,34417,SALVATORE FERRAGAMO,Signorina Eleganza Mini Fragrance EDP Spray (20ml),S$66.00,S$42.90,"
									


									


																		

35% SAVING

Retail Price: S$ 66.00 (20ml)












Presentation






Elegance has always been a defining element of Salvatore Ferragamo creations. Full of grace and refinement, they are further enhanced by the impeccable taste for which the Florentine brand is famous worldwide. In tribute to this sophistication, Salvatore Ferragamo presents Signorina Eleganza, a luxurious fragrance that celebrates feminine grace and seduction.




The fresh head notes of grapefruit and pear are a vivacious and stimulating introduction. Almond powder and golden osmanthus petals create a delicate yet intense heart, adding a touch of indulgent luxury. The base notes of patchouli and white leather create a dry-down effect that leaves a luscious, lingering scent on the skin.






Notes





Top Note: Grapefruit, Pear



Heart Note: Osmanthus, Almond



Base Note: Patchouli, Leather







																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_177_183&products_id=34282,34282,MICHAEL KORS,Sexy Amber EDP Spray (100ml),S$148.00,S$78.00,"
									


									


																		

47% SAVING

Retail Price: S$ 148.00 (100ml)


Sexy is as sexy does. We bottled the essence of sensual-chic in our Sexy Amber Eau de Parfum, a sumptuous, nuanced fragrance that exudes allure with your every turn. A single spritz conjures warm amber wrapped in sandalwood, layered with white flowers—no wonder you feel irresistible.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=205&products_id=44459,44459,KOSE,Sekkisei Fair and Snowy Kit (1set),S$70.00,S$56.00,"
									


									


																		

20% SAVING

Retail Price: S$ 70.00 (1set)


Sekkisei Fair and Snowy Kit :




 


Sekkisei Treatment Cleansing Oil 160ml


Sekkisei White Washing Foam 124ml


Sekkisei Clear Whitening Mask 76ml


 


																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_161_163&products_id=40093,40093,KOSE,Sekkisei Essence Mask (6pcs x 24ml),S$90.00,S$72.00,"
									


									


																		

20% SAVING

Retail Price: S$ 90.00 (6pcs x 24m)


  
  
  
  
  -100% cotton mask soaked generously in whitening essence & herbal moisturizers, promising intensive care for a radiant and supple skin that glows from within


  -Formulation of nutrient-balanced milky emulsion base, plus three kinds of water-soluble polymers that synergize to prevent roughness and dehydration


  -Also inhibits melanin production and prevents sun-related spots and freckles


  

  


  
  

HOW TO USE:

  

  


  
  
  
  -Use after washing


  -Unfold mask and fit it neatly over face. Ensure that forehead, cheeks, nose and mouth are covered properly


  -Leave it on for 10-15mins
  Remove mask and gently pat residue of essence into skin


  -Apply SEKKISEI Lotion after that for better results


  -To be used once or twice a week
  
  
  
  


Ingredients:


  
  Angelica root extract (Whitens)


  Coix seed extract (Whitens)


  Melothria root extract (Whitens)


  Apricot Kernal Oil (Emollient)


  Calendula Officinalis Flowers extract (Anti-inflammatory)
  
  
  
  
  
  
  
  



																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_280&products_id=39297,39297,CHRISTIAN DIOR,Rouge Dior Brillant #766 Rose Harpers (6ml),S$49.00,S$34.00,"
									


									


																		

0% SAVING

Retail Price: S$ 49.00 (6ml)




Lipshine and Care, couture colour






Dior has created the Couture pure shine liquid balm with lipcare oil, a Rouge Dior that is simply Brillant. Rouge Dior Brillant subtly shapes and brightens lips with precision thanks to a single-dose applicator taht dispenses the perfect amount onto the lips. Formulated like a liquid balm, its supple formula boasts an exclusive Dior mix of 3 lipcare oils and a complex that teams vitamin E with an active ingredient known for reactivatin collagen synthesis. It comes in a range of timeless couture shades.
																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_281&products_id=44452,44452,SHU UEMURA,Rouge Unlimited Sheer Shine #Pinky Bloom [Shu Murakami Xmas Edt] (3.2g),S$33.00,S$26.40,"
									


									


																		

20% SAVING

Retail Price: S$ 33.00 (3.2g)



2016 holiday rouge unlimited sheer shine comes in 5 shades carefully selected to maximize balance with multi-colored ombre eyes.



The new rouge unlimited sheer shine is a lightly melting lipstick with a slightly transparent finish with floating pearls and smooth texture.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_177_183&products_id=29424,29424,BALENCIAGA,Rosabotanica EDP Spray (50ml),S$148.00,S$88.80,"
									


									


																		

40% SAVING

Retail Price: S$ 148.00 (50ml)

Rosabotanica, the second rose in the enchanted garden.  The fragrance   unveils a fresher territory, with a sheer, enveloping second skin   character.







Olfactive:

 Floral; A bright and spicy rose



  

The   fragrance opens with crystalline floral accents of hyacinth and creamy   green notes of fig leaf, refreshed by the natural green character of   petitgrain. 


  

The experimental rose offers bright vegetal notes   while sparkling, slightly bitter drops of grapefruit and fresh spicy   notes of pink pepper and cardamom enhance its personality. 


  

The   white, amber dry-down is cleared by a structure of vibrant and luminous   white woods, made of cedar wood, vetiver and patchouli with clean woody   notes. 





																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_289_291&products_id=35530,35530,BBW SELECTIONS,Pure95 Conditioner (180ml),S$32.00,S$18.00,"
									


									


																		

 

 

 Leave-In Conditioner. Deeply conditions, hydrates and moisturizes hair. 

 Made with natural ingredients from derived with the mothre earth (plants and forest and the sea which were given energy by the sun). Suitable for all hair especially strengthens weak, damaged, and over processed hair. Formulated by the beauty expert R&D team in Japan. 

 After using shampoo, apply to clean towel-dried hair. Dispense 1-2 pumps of leave-in PURE85 conditioner into the palms of your hands then spread between hands to form a thin layer. Gently work cream downward throughout hair with fingers, concentrating on ends and outer layers. Do not rinse. Style as usual. 

 

 																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_265&products_id=46352,46352,ELIZABETH ARDEN,Prevage City Smart Broad Spectrum SPF50-PA++++ Hydrating Shield  (5ml),S$12.40,S$7.00,"
									


									


																		

44% SAVING

Retail Price: S$ 12.40 ()

OUTSMART VISIBLE AGING WITH PREVAGE® SUPERIOR ANTI-AGING TECHNOLOGY



— it’s in our DNA



Every day, in cities all over the world, the environment is visibly aging your skin.



Recognizing the global epidemic of pollution, Elizabeth Arden introduces the first-of-its-kind invisible skin shield to combine pollution and UV protection with our DNA Enzyme Complex™ to strengthen skin. Sheer, hydrating, invisible protection to help skin look younger, longer.




PREVAGE® City Smart Broad Spectrum SPF 50 Hydrating Shield



+ DNA Enzyme Complex™



+ Anti-Pollution



+ Antioxidants



STRENGTHENS skin’s natural defenses with a DNA Enzyme Complex™ to support natural repair systems



PROTECTS against skin dulling pollutants with smart polymers to form an invisible skin shield



DEFENDS against 98% of harmful UVB rays with a Broad Spectrum SPF 50 formula containing 100% micronized titanium dioxide and zinc oxide



VISIBLY IMPROVES skin’s condition



MAINTAINS SKIN HEALTH. Formulated with a powerful antioxidant blend to maintain optimal skin health even in the most heavily polluted cities


																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_177_183&products_id=32446,32446,PRADA,Prada Candy Florale EDT Spray (50ml),S$133.00,S$80.00,"
									


									


																		

40% SAVING

Retail Price: S$ 133.00 (50ml)


Prada's latest fragrance evolved from the concept of an imaginart flower created especially for Candy. Of course, Candy cannot simply have any flower. Her fantasy flower must be unique, embodying her many facets: the fragrance's light airiness puts the sparkle in her, followed by tender powdery notes that echo her spring-like grace. A inal whisper of warmth and honey reflects Candy's rich sensuality.



Prada Candy Florale is the third fragrance from the Prada Candy collection. The original Candy was launched in 2011, followed by Candy L'Eau in 2013, with Candy Florale expected on the market from April of 2014. Perfumer Daniel (Roche) Andrier created all three of them.



Prada Candy Florale is announced as an exciting floral fragrance full of life and sensuality, inspired by an imaginary flower that smells like candy or a bouquet of flowers standing on the counter of an ice cream shop in Italy. This romantic and powdery composition contains accords of limoncello sorbet the top, flower of peony in the heart and the base composed of benzoin, musk, caramel and honey.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=175_178_186&products_id=33137,33137,MAISON MARTIN MARGIELA,Promenade In The Gardens EDT Spray (100ml),S$129.00,S$84.00,"
									


									


																		

35% SAVING

Retail Price: S$ 129.00 (100ml)


A floral chypre built around the heightened feminity of the Turkish rose and the woody elegance of a patchouli heart blended with sandalwood and vetiver.
Promenade in the Gardens - an expression of the romanticism of British gardens, where wanderers can lose themselves in the fresh green glades, or come around the organised chaos of an outcrop to find themselves suddenly surrounded by floral notes.																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_265&products_id=42604,42604,LANEIGE,All Day Anti Pollution Defensor SPF30 PA++ (40ml),S$50.00,S$40.00,"
									


									


																		

20% SAVING

Retail Price: S$ 50.00 (40ml)







  


    


      


        

Global premium brand LANEIGE is launching an All Day Anti-pollution Defensor


          for skin protection against particulate matter to keep the skin clean and bright.


        

All Day Anti-pollution Defensor with Dust Block using a magnet mechanism reflecting negative charges, 


          based on the insight that particulate matter has a net negative charge.


          All Day Anti-pollution Defensor with Dust Block reflects particulate matter in the air to avoid it clinging to the skin. 


          Moreover, it strengthens the skin barrier, brightens up the skin and blocks the UV rays for supple, firm and clean skin. 


          Its   essence-like texture gives a light, refreshing finish that makes it   well suited for use in the last step of the skincare routine every   morning, protecting the skin against particulate matter and harmful UV   rays before going outside.


          


        


        

New-concept skin care that protects skin from fine dust and strengthens skin barrier


        

- Dust-Block technology helps skin not to hold fine dust.


          - UV protection with SPF30 PA++


          - Whitening functioning cosmetics


          


          

The skin locking serum makes skin elastic and clear by protecting skin from dust.


            -

 Dust Block technology which uses the principle of magnetic reflection, 


          


          keeps skin clean harmful environmental elements by flicking fine dust away from skin. 


          - It keeps skin elastic and clean by strengthening skin barrier.


          - It is a functional cosmetic with UV protection and whitening effects. 


          


          

How to Use


          Use during basic skincare in the morning. 


          At the last step of skincare before applying sun cream, 


          apply an appropriate amount on the entire face and lightly press, 


          with the fingertips to promote absorption into skin.


        


    


",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=105&products_id=22554,22554,NARAYA,Baby Blue Large Tote Bag (NBS-200 NO.181) (1pc),S$22.00,S$18.00,"
									


									


																		

Dimensions 

(Estimated)

 Width: 46cm

 Height: 39cm 

 Base width: 12cm

 

 

Material: Satin																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_161_163&products_id=41369,41369,ESTEE LAUDER,Advanced Night Repair Concentrated Recovery Powerfoil Mask (8sheets),S$216.00,S$169.00,"
									


									


																		

Product Details


Starting tonight, reset the look of your skin after the visible assaults of modern life with this innovative weekly treatment mask. Instantly, skin looks fresher, renewed.



Our Worldwide First: PowerFoil. High-performance foil-backed sheet mask creates a protective barrier, allowing our potent technologies to penetrate fast and deep within skin's surface and helping to lock in moisture.



2X Hyaluronic Acid. Each treatment delivers a surge of liquid revitalization, immersing skin in a double dose of Advanced Night Repair Serum's powerful moisture magnet. Also includes our proven ChronoluxCB™ technologies. Experience an ultimate infusion of youthful moisture.




How to Use



Apply on clean skin, once a week at night. Remove mask, carefully unfold and apply bottom half first, then top half. Leave on for 10 minutes, then remove mask and gently massage in any remaining liquid.
																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_149_151&products_id=42039,42039,SHISEIDO,White Lucent Luminizing Surge (75ml),S$90.00,S$72.00,"
									


									


																		

20% SAVING

Retail Price: S$ 90.00 (75ml)

20

Which skin type is it good for?

 


  ✔ Normal 


  ✔ Oily 


  ✔ Combination 


  ✔ Dry 


  


  

What it is:

 


  A brightening emulsion that delivers a surge of intensive ingredients to diminish signs of dark spots and prevent their recurrence. 


  


  

Solutions for:

 


  - Dark spots 


  - Dryness 


  - Dullness and uneven texture 


  


  

If you want to know more…

 


  By creating an invisible veil to protect your skin, this emulsion delivers essential ingredients to visibly reduce dark spots and prevent them from reoccurring. The gentle, alcohol-free formula features SakuraRESIST technology combined with sakura from Japanese cherry blossoms to minimize the appearance of future dark spots. Luminizing surge technology with exclusive 4MSK brightening ingredient protects skin from external aggressors while creating radiance and reducing visible dark spots. 


  


  

What else you need to know:

 


  This product is dermatologist tested. 


  


  

Research results:

 


  In a 4-week consumer survey with 99 to 120 Asian woman: 


  - 75% felt the emulsion lightened stubborn dark spots 


  - 95% felt skin was protected from damage like dryness 


  - 95% felt the emulsion helped sustain moisturizing benefits





Suggested Usage:

 


  -Smooth over face each evening after cleansing, softening, and strengthening. 


  -If used during the day, follow with sun protection. 


  


  

Precautions:

 


  -Avoid direct contact with eyes. If contact occurs, rinse eyes thoroughly with cold or lukewarm water. 


  -Avoid exposure to direct sunlight and high temperatures. 


  -Wipe opening of the container and replace the cap firmly after use. 


-Avoid inflamed areas of skin.

																		


								",'2017-05-23,
,,,,,,,,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_169_172&products_id=45803,45803,LANCOME,L'absolu Velours Intense Lip Color Velvet Matte Finish #172[TESTER] (6ml),S$44.00,S$28.00,"
									


									


																		

36% SAVING

Retail Price: S$ 44.00 ()

L'Absolu Rouge Velours is a liquid matte lipstick with a beautiful velvety finish. It contains a unique combination of soothing oils, waxes, velvety gel and matte pigments, which give it its intense color and six times more pigment than a gloss. Long-lasting and comfortable to wear, the lipstick is easy to apply.




How to use:


Use the pointed brush edge as a tool to line lips before filling in color.
																		


								",'2017-05-23,
,,,,,,,,
