HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,PROFILE,FAILMSG,BIGCAT,SMALLCAT
http://www.thegreenbook.com/companies/additech-industrial-services-supplies-pte-ltd/,Additech Industrial Services & Supplies Pte Ltd,,+65  68622977,+65  68622377,49 Gul Circle   S(629582),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-tumbling-service/
http://www.thegreenbook.com/companies/razorsharp-pte-ltd/,Razorsharp Pte Ltd,,+65  62277515,+65  62277512,315 Outram Rd #01-03 Tan Boon Liat Bldg S(169074),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-sharpening-stones/
http://www.thegreenbook.com/companies/eng-guan-hardware-pte-ltd/,Eng Guan Hardware Pte Ltd,,+65  62640833,+65  62610690,Blk 19 Pioneer Rd North #01-100/101/103  S(628466),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Eng Guan Hardware

 specializes in Industrial hardware, hand tools, abrasive, flanges, coupling clamps, gloves, gauges, pipes, fittings, welding equipment and supplies.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/
http://www.thegreenbook.com/companies/aver-asia-s-pte-ltd/,Aver Asia (S) Pte Ltd,,+65  68616368,+65  68612142,14 Benoi Pl S(629953),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Aver Asia (S) Pte Ltd, incorporated in 1999 in Singapore, specializes in equipment rental, sales, repair and maintenance services and sales of related parts and accessories. The company services customers in the marine and shipyard industries, oil and gas industries and construction and infrastructure companies. The company provides maintenance services, replacement units for backup and 24 hour call as part of the rental services provided.




Our range or rental equipment for the industry include:




1. Air Compressor:

• Free air delivery: 175 to 1070 cfm

• Rated pressure: 100 to 350 psi

• Skid base/lifting cage/trailer mounted

• Diesel engine driven




2. Air Winch/Tugger:

• Safe working load: 3 to 10 ton

• Operating speed: 8-11 m/mm

• Operating air pressure: 6-8 bar




3. Aerial Platform/Boomlift:

• Self-propelled

• Working height: 8 to 45 meter

• Diesel engine driven

• Wheeled drive / Battery Operated

• 360 degree continuous




4. Forklift & Material Handler:

• 1.5 to 45 ton

• Diesel engine driven or battery operated

• All range of mast




5. Generator:

• 5KVA to 1400 KVA

• Diesel engine driven

• 50Hz to 60Hz




6. Rectifier/Inverter:

• DC power/AC power

• 400 to 500 amp

• AC power together with welding power

• Light weight

• 6 units per lifting rack




7. Scissor Lift:

• Self-propelled

• Working height: 4 to 18 meter

• Diesel engine driven or battery operated




8. Skid-Steer Loader (Bobcat)

• Operating capacity: 1300lbs/590kg

• Diesel engine driven




9. Welding Machine:

• DC power/AC power

• 400 to 700 amp

• AC power together with welding power

• Diesel engine driven

• Skid base/lifting cage




10. Towerlight:

• 4 x 400w

• 4 X 1000w

• Aerial Work Platform (AWP)




11. Telescopic handler:

• Diesel engine driven

• Lifting height: 7 meter to 17.5 meter

• Lifting capacity: 3,000kg to 4,000kg




12. Mobile Elevated Work Platform (MEWP) Training:

• Boomlift

• Scissorlift

• Aerial Work Platform

• Spiderlift

13. Air Receiver Tank:

• 500 to 15,000litre tank

• 150 to 300psi

14. Air Cool Aftercooler / Dryer:

• 350 to 1070 cfm

• 100 to 350 psi

• -40°C


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/aver-advance-pte-ltd/,Aver Advance Pte Ltd,,+65 68623373,+65 68621171,14 Benoi Pl S(629953),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/aron-lifts-international-pte-ltd/,Aron Lifts International Pte Ltd,,+65  62428567,+65  62422767,3018 Bedok Nth St 5 #06-45 Eastlink S(486132),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/amx-engineering-pte-ltd/,AMX Engineering Pte Ltd,,+65  62599011,+65  62598919,39 Jln Pemimpin #02-03 Tai Lee Ind Bldg S(577182),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

AMX Group

 is a company characterized by dynamic growth with a strong presence across ASEAN, South Asia and the Middle East. AMX Group is divided into 5 Business Divisions, mainly: Material Handling Division, Hoist & Crane Division, Drum Handling Division, Lifting Accessories Division, and lastly, Service & Spare Division. We are a Manufacturer, Sole Agent, One of the Largest Stockist and One-Stop Centre for many major brands. 


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/aly-energy-singapore-pte-ltd/,Aly Energy Singapore Pte Ltd,,+65  62668558,+65  62665885,23 Tuas Ave 8   S(639238),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

aly energy

 is all about providing sales, rental and diagnosis services for industrial equipment across array of industries.




 




we are strategically located to provide our customers with the most efficient and economical service possible, and keep it simple!




 













simplicity is entrenched in all our processes:










enquiry







Surf our Website, Fax-on-demand or just call us!













ordering







SMS, Email, Fax or just give us a tinkle!













logistics




Live tracking & update from our alyCare consultants










helpdesk







24/7 response from our alyCare specialists
















 




Our vision:

to be a world-class energy rental company that is widely recognised and respected in the field of energy rental market.




 




Our mission:

to deliver simplified energy solutions with technical expertise to satisfy the needs and wants of the communities we served.




 




Our values:




Excellence

excellence is to be the best that we can be. We are highly committed to deliver professional services that meet the needs of our customers.




 




Respect

we respect people as individuals and welcome diversity in capability and background.




 




Partnership

we see our customers as partners in a common endeavor, that is, to provide the best value that is acknowledged and best for the partnership.




 


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/alimak-hek-pte-ltd/,,,+65  62620078,+65  62622068,18 Boon Lay Way #03-123/124/125/126 TradeHub 21 S(609966),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/acer-lift-pte-ltd/,Acer-Lift Pte Ltd,,+65 62619532,+65 62616352,5 Tuas Basin Cl S(638804),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/access-systems-technology-pte-ltd/,Access Systems Technology Pte Ltd,,+65  67778884,+65  67773314,8 Tuas Sth St 12   S(637088),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/access-safety-technologies-pte-ltd/,Access Safety Technologies Pte Ltd,,+65  67485535,+65  67487797,Blk 1085 Eunos Ave 7A #01-26/#02-26 S(409535),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/a-g-equipment-pte-ltd/,A & G Equipment Pte Ltd,,+65  65196905,+65  67591803,1A Kranji Loop   S(739536),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

A&G Equipment Pte Ltd

 specialises in heavy ground support machinery, providing reliable professional rental services. Headed by a young and dynamic management, 

A&G Equipment Pte Ltd

 aims to provide reliable and quality rental of machinery and equipment with a view towards excellent service. We provide machinery and equipment to the Construction, Marine, Oil & Gas / Offshore industries, specializing in Boom Lifts, Scissors Lift, Forklifts, Telehandlers, Skid-Steer Loaders, Air Compressors, Generators. 

We offer both short-term and long-term rental services. Through constant upgrading of our workforce and machinery, we strive to attain a reputable and prominent market position.




A&G Equipment Pte Ltd

 

supplies rental machinery to:




Construction Industry




Integrated resorts




Hotels




Residences




Painting industry




Shipping Sector




Subway




Marine sector




Interior design and Renovation companies




Solar manufacturing complex




Other industrial and Manufacturing sectors




Offshore / Oil & Gas Industry


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/wah-kok-professional-engineering-contractor/,Wah Kok Professional Engineering Contractor,,+65  65703722,+65  65703724,50 Tuas Ave 11 #03-13/14 Tuas Lot S(639107),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Wah Kok Professional Engineering Contractor

 is in the business of structural steel works, civil & mechanical engineering. It is also a Building & Construction Authority (BCA) registered contractor and a certified bizSAFE company.




 




Mr. Tan Kock Wah founded the company in 1985 as a small engineering workshop with commitment to provide focused support to the engineering industries. Through the years, the management and its team have been able to provide high quality standard and total customer satisfaction through dedicated commitment in meeting the stringent requirement and high expectation. These have resulted in substantial growth for the business and we have successfully expanded by taking bold strides forward to diversify our services in many areas. We have a pool of highly trained professionals who are committed to provide all the necessary expertise and services for your industrial needs, thus ensuring your satisfaction.




 




Our industrial engineering services include:




• Steel products fabrication

• Mechanical engineering works

• Civil engineering works

• PVC, stainless steel, copper, M/S pipes installation




 




Business Partners




We have a team of well-trained, dedicated and experienced staff to provide services from design, fabrication, set up till final testing & commissioning. Over the years, we have established a reputation for quality and reliability in the domestic (Singapore) market. Our achievements have gained the recognition, tremendous support and trust from our customers, and they have benefit from our accumulated experience in solving industrial engineering problems and also our ability to recommend solutions. Our customer base includes industries from the marine, oil & gas, petrochemical, offshore & food in Singapore.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/tvh-singapore-pte-ltd/,TVH Singapore Pte Ltd,,+65  62761450,+65  62761452,6 Gul St 3   S(629264),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

COMPANY : 

TVH Singapore is part of TVH Group, the leading worldwide supplier of spare parts for industrial vehicles. We are your one-stop shop in material handling, industrial and agricultural equipment.

The incorporation of TVH Singapore Pte Ltd in 2006 enhanced our local presence in the market, offering our customers a better and faster service. Our sales team at TVH Singapore is welcome to serve you at our counter, via telephone/fax/email, or via MyTotalSource, our webshop for all your parts. You can inquire, look-up and order parts 24/7 with MyTotalSource at your convenience.

TRADE COUNTER : 

We operate a trade counter area with our Singapore facility for collection of goods and for assistance in parts identification.

WAREHOUSE : 

Situated in Jurong, our warehouse of 11,000 sq ft carries 6,000 fast-moving stock items, ensuring immediate delivery to our customers in Singapore. With another 600,000 stock items at our Belgian headquarters, we can guarantee being your one-stop solution.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/haulotte-singapore-pte-ltd/,Haulotte Singapore Pte Ltd,,+65  65460123,+65  65363969,26 Changi Nth Way   S(498812),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Haulotte Singapore Pte Ltd

 is a world-class and successful manufacturer and supplier of material lifting equipment specializing in aerial work platforms. We are also identified as the hub for equipment sales, spare parts and services support for Haulotte machines all over Asia.




Haulotte Singapore Pte Ltd was established in the year 2001 as a representative office for Haulotte Group. It was in the year 2005, when we became an official subsidiary of Haulotte Group. We can provide accommodation for large inventory of machine and spare parts in our 30,000 square ft facility located at Changi North.




Haulotte Singapore Pte Ltd is backed by highly qualified sales and customer support team in parts and services. We cater directly to the Singapore market for rental companies and end users. Our company has a broad distribution network for sales and after sales activities for Haulotte machines outside Singapore, included companies are Hong Kong, Taiwan, South Korea, Vietnam, Thailand, Indonesia and Philippines.




We aim to continually provide a customer-centric approach to deliver reliable equipment and services that meet specific and diverse market/industrial needs.




Products:

• Aerial Work Platform

• Articulating Booms

• Push Around

• Scissor Lifts

• Telehandlers

• Telescopic Booms




For business and product information you may directly contact our team or post inquiries below.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/atc-equipments-pte-ltd/,ATC Equipments Pte Ltd,,+65  66369919,+65  66369929,9 Tuas South Ave 10 #04-09/10  S(637014),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

ATC Equipments Pte Ltd

 is an emerging and enterprising equipment service provider specialized in Mobile Elevated Work Platforms (MEWPs). We are equipped with a full range of services including a fleet of reliable and quality brand new machines, coupled with comprehensive maintenance package, spare parts and repair services.

In addition, we also provide Rental Services for Construction Equipments & Material Handling Equipment (MHE) in order to offer a cost effective and one-stop solution for our customers.

Lead by an experience team, we are committed to relentlessly carrying out our services to a professional level and constantly upgrading our machines to satisfy our clients. We strongly believe that with our commitment, we are able to optimize your business values which are the vital factors to success.
                                        


                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/alniff-industries-pte-ltd/,Alniff Industries Pte Ltd,,+65  67444288,+65  67442298,33 Kaki Bt View  Kaki Bt Techpark II S(415965),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Alniff Industries Pte Ltd

 is established in 1992. A Company specialized in Material Handling Equipments, Racking & Shelving and Magnetic Products.

 Throughout these years, Alniff Industries has grown tremendously despite that we are a young company. With our enthusiasm, aggressiveness and flexibility, Alniff is keeping a good name in this industry and has out stand from out competitors, as we believe in providing the best quality of goods, solutions and services to every single customer. As such, we have established good contact base with reputable companies like Energizer Singapore Pte Ltd, IBM International Holdings, Hewlett Packard Singapore Pte Ltd, SBS Transit Pte Ltd, Grundfos Singapore Pte Ltd, Jurong Shipyard Pte Ltd, government bodies and etc. Our customer base is not only in Singapore, but we also supply goods and equipments to overseas market such as Malaysia, Indonesia, Philippines, Thailand and etc. 

Our philosophy is to assist all our valued customers by tailor solutions to suit their individual applications, in helping them to increase their productivity, minimize overhead cost and wok load. We are always aiming at improving efficiency and overall performance to achieve maximize customer satisfaction with the most efficient and best back-up service you ever find in this market! 

We guarantee that Alniff is certainly a name you can rely on!


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/wheeler-industrial-supplies/,Wheeler Industrial Supplies,,+65  67429220,+65  67429216,621 Aljunied Rd #04-11 Lipo Bldg S(389834),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Since our establishment, we at 

Wheeler Industrial Supplies

 implement core values involving commitment, passion, dedication, integrity, and service excellence in everything we do. Our company deeply knows what are the customers’ needs and requirements with regards to quality, performance and budget. In this manner, we continuously give our full effort in bringing the most comprehensive and cost-effective products all the time. As we constantly endeavor to provide utmost level of service to effectively achieve our goals, our company gains undisputed reputation to our valued clients from our day to day operations.




Wheeler Industrial Supplies makes sure that every product we provide exemplifies unsurpassed performance and efficiency in numerous applications. Our company is always dedicated in serving our customers promptly and efficiently. In the coming years, we aim to grow and expand even more not only with our range of products and services, but also in the aspect of exceeding every client’s expectations. Moreover, we will continuously persevere to deliver the best solution for the growing demands of the industry.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/
http://www.thegreenbook.com/companies/g-d-trading-co/,G & D Trading Co,,+65  67421511,,Blk 112 Simei St 1 #07-678 S(520112),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Since our humble beginnings, we at 

G & D Trading Co

 is committed in providing high quality and top grade products to our valuable customers. We constantly ensure that all of the products that we supply will suit every customer’s needs and requirements.




We put commitment, dedication and perseverance in everything we do, and it allowed us to gain good reputation with our partners and clients. G & D Trading Co always inculcates in the minds of employees and staffs the importance of good service all the time, that is why customers are truly satisfied dealing with us.




All through the years, our company brought unparalleled in the commercial and industrial sectors. Until now, we consistently bring comprehensive range of products that meet or even exceed the expectations of our clients toward us. In the coming years, we aim to continuously offer top quality yet cost-effective products that will bring ease and convenience to diverse applications.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/
http://www.thegreenbook.com/companies/aik-lee-industries-supply-pte-ltd/,Aik Lee Industries Supply Pte Ltd,,+65  67441555,+65  67449577,8 Tuas Ave 10 S(639132),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established in 1992, 

Aik Lee Industries Supply Pte Ltd

 is now a trusted one-stop hardware provider which helps different companies in overcoming challenges of customer demands, escalating costs and increased competition. We supply to major international and local contractors, both in Singapore and overseas. Our company delivers impeccable services that win the trust and confidence of our valued customers. We are highly committed to quality, reliability, competitive pricing and one-time delivery.




Over the years, Aik Lee Industries Supply Pte Ltd exhibits rapid expansion and steady growth, as we constantly strive to keep abreast of the latest technology to deliver quality industrial, marine and construction hardware to out valued customers. These excellent products came from prominent manufacturers from various countries like Germany, Japan, China, Korea, UK and USA. Thus, these established global sourcing networks as well as intelligent sourcing strategies have allowed us to offer our customer a distinct competitive advantage that puts them ahead of competitors.




At Aik Lee Industries Supply Pte Ltd, customers can expect speed and great results. From logistics to customer service, all of our staff is committed to our objective to provide supreme one-stop service experience through fast and precise delivery. These people are driven with a dedicated focus on customer service as well as prompt and efficient delivery. Our marketing strategies and wide stock range helps us meet the increasing demands of our valued clients. Our hardware is located at a 70,000ft2 warehouse, managed by an advanced inventory control system that can provide real time information on the available stock and status of the delivery. We also have advanced server-based software that is capable of tracking inventory, generating quotations as well as sales orders, invoices and delivery orders to enhance our efficiency. In addition, Aik Lee can meet on-demand orders, offering excellent logistics support through our large fleet of transportation.




Aik Lee Industries Supply Pte Ltd is now one of the leading distributors, suppliers and exporters of numerous premium products and brands which include the following:

• VIRO Refuse Chute

• ALDEK FRP Grating

• RAMSET Mechanical & Chemical Anchors

• RAMSET Rotary Hammers

• RAMSET Automatic Fastening Systems

• Heller Drill Bits

• Talbor Hand Tools

• BOSCH Power Tools

• LPS Chemical Aerosol

• SAKURA Solid & Paint Marker


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/
http://www.thegreenbook.com/companies/yip-fung-trading-co/,Yip Fung Trading Co,,+65  62929003,+65  62988712,Blk 66 Kallang Bahru #01-511/513  S(330066),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established in 1976, 

Yip Fung Trading Company

 

operating in Singapore is now the leading importer and exporter of wide range of Hardware Tools. We specialized in providing tools to our cherished customers catering various industrial applications.




In response to the advanced technology, we were able to expand our business in importing high speed and carbide cutting tools to be used in applications such as shipbuilding, aerospace sectors, and other industrial use.




Together with our customer-oriented staff, we aim to meet the demands of our clients as well as to gain their trust and loyalty over the years.




Yip Fung Trading Company is your industrial partner for this ultimate new generation. We carry popular and trusted brands which already prove its utmost reliability and effectiveness. Some of the products and brand we offer are the following:




Brand & Products




• Chum Power – Drill Chucks

• PFERD – Files & Abrasive Tools

• Europa Tool – Cutting Tools

• Ushio – Micro Air Grinders

• Noga – Deburring & Holding Tools

• LFA – Industrial Drill Chucks

• Besdia – Diamond Files and Wheels

• Solar – Machine Shop Tooling

• Swan – Gauges


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/
